Module	Gene1	Gene2
M3	FGF9	SIGMAR1
M3	FGF9	ABCA13
M3	FGF9	AGFG2
M3	FGF9	INTS3
M3	FGF9	APTX
M3	FGF9	SFT2D3
M3	FGF9	AKAP8L
M3	NGEF	FAM193B
M3	NGEF	HCLS1
M3	NGEF	OSBPL10
M3	NGEF	CYP27C1
M3	NGEF	MBNL1
M3	NGEF	DKC1
M3	NGEF	TAF4
M3	NGEF	APTX
M3	NGEF	CDX1
M3	NGEF	CXCL16
M3	NGEF	ZNF414
M3	NGEF	ZIC5
M3	NGEF	ASAH1
M3	TOR1B	SYNPR
M3	ASB3	GLRA2
M3	FBLN2	SYNPR
M3	GSG2	BRINP1
M3	AVPR1A	SYNPR
M3	WASF2	SHANK1
M3	GTF2F1	SYNPR
M3	ZNRF2	SYNPR
M3	KLHL17	CALY
M3	DLK1	SHANK1
M3	ZNF217	GLRA2
M3	CFLAR	GLRA2
M3	AKR1B1	BRINP1
M3	B4GALT1	SHANK1
M3	MRPL18	SYNPR
M3	THSD7B	ZNF385B
M3	POLD2	GLRA2
M3	CDH4	SYNPR
M3	AHI1	SHANK1
M3	POLD3	TAGLN3
M3	PDCD7	ZNF385B
M3	POLR3H	CDKL2
M3	NHS	CHGB
M3	JMJD6	CHGB
M3	SERPINB5	SYNPR
M3	TLX3	SYNPR
M3	DTX4	CHGB
M3	RET	CHGB
M3	SLITRK3	CDKL2
M3	NAE1	SHANK1
M3	SRI	CHGB
M3	CHAF1B	CDKL2
M3	RUNX1T1	GLRA2
M3	DSCC1	CHGB
M3	PSPN	CHGB
M3	PPP1R3G	ELAVL2
M3	MOB3B	GLRA2
M3	CHMP3	CHGB
M3	HDAC8	CHGB
M3	HDAC8	BRINP1
M3	HMGCL	TAGLN3
M3	TBC1D16	CDKL2
M3	TBC1D16	CHGB
M3	SLC5A6	CDKL2
M3	SAAL1	CDKL2
M3	LYL1	CHGB
M3	CACNA1C	CDKL2
M3	TGDS	CDKL2
M3	TGDS	CHGB
M3	UBE2R2	CHGB
M3	UBE2R2	GLRA2
M3	CASP12	CHGB
M3	HDAC10	CHGB
M3	HDAC10	CACNG3
M3	SYNE1	PCDHA3
M3	MAPT	SHANK1
M3	C1QA	CDKL2
M3	C1QA	CHGB
M3	GOPC	CACNG3
M3	INSIG2	CDKL2
M3	IMPDH2	CHGB
M3	IMPDH2	ATP2B3
M3	CEP250	CHGB
M3	CPNE2	CDKL2
M3	OS9	CDKL2
M3	OS9	CHGB
M3	SH3GLB1	CHGB
M3	SH3GLB1	ATP2B3
M3	FADS2	BRINP1
M3	TAT	ATP2B3
M3	RAB36	CHGB
M3	CSTA	CDKL2
M3	SLA	CDKL2
M3	PPP1R12A	TCEAL6
M3	PSMA2	CBLN1
M3	RAD23B	CBLN1
M3	HSPB2	ELAVL2
M3	SPOP	CBLN1
M3	DOCK2	CBLN1
M3	AURKB	GPC5
M3	MTDH	CBLN1
M3	PMP22	SHANK1
M3	UBE2W	KIRREL3
M3	LIG3	PCP4L1
M3	SMARCA5	CBLN1
M3	DCTN4	KIRREL3
M3	SSTR1	CBLN1
M3	SULT1E1	CBLN1
M3	SP100	CBLN1
M3	LCP1	SHANK1
M3	CIRBP	TCERG1L
M3	NPTX2	PENK
